name,episode,youtube_link,score,transcript,len,reoccuring_guest
Drew Nickens,Min #1 — KT #740,https://youtu.be/QenGLCQyi4A?t=445,0.5920000000000001,"But if one more person asked me, if I'm going to be on love on the spectrum next year, I'm going to have a fucking meltdown. Because I know I have my issues. I'm not the first black comic you can't understand on stage. And I have trouble regulating my emotions. You all saw Nashville. But I'm not trying to go on a date that consists of figuring out every number in pie and a dinner of dino nuggies and... combustibles. But the train museum would be fucking sick. Am I right? I can't smoke weed because I don't want to kill people. But if I did smoke weed, my thoughts would make a lot more sense. Like, I think dominoes are just flat dice. I think of a... I think of a trans man has a better beer. than me, it's cheating because they're using performance-enhancing drugs. I think Shaggy rescued Scooby-Doo from an Asian household. Because how else would Scooby-Doo say Lulu Lemon? Run, row! And I think lesbians can't wear braces. Because if they did, they'd be called boxcutters. Really chatting that pussy up. Thank y'all.",1025,Drew Nickens
Joe Filey,Min #13 — KT #731,https://youtu.be/3jAPUKKW5pE?t=5392,0.652,"Fuck yeah, mother shit. God damn. Getting real tired getting called white trash. I like thinking I'm like upper middle class trash, you know what I mean? Like we got some money with the problems. Like my sister invents her own parties and holidays. Like she had a skin tone reveal party. If you don't know what that is, it's just, she fucked three guys that year and didn't have health insurance and they all came to the hospital and my dad held the baby up like Lion King style. It was like a skin tone like, and it was crazy 'cause like, I don't know, it sounds horrible, I have to say it, but like how good is my sister's pussy because I as a white guy, you know how good the pussy would have to be for me to go with a black guy and a Mexican guy to the hospital to find out if it's my kid. And then you still stay around and raise the black kid as the white guy. Like it was crazy. Two days before I was 12 and two days before I knew that the baby was gonna be black because we were in the hospital and the black guy's like, yo, I need to go get some milk and left the hospital Like they have it here. All right. That's my time. Thank y'all",1144,Nope
Mike Eaton,Min #7 — KT #713,https://youtu.be/2aB2fB1Ylao&t?t=4597,0.6659999999999999,"Hello. My favorite human trafficker favorite is probably Harriet Tubman. 
Right? I mean, everyone else did it for money. She did it for the love of the game. She's just like moving people. That's a bad bitch. She ran the Underground Railroad for 12 years and I used to ask people if they knew how many people she saved and I had to stop 'cause a guy in Kansas said Too many fuck the girl in San Francisco raised her hand to answer and she had armpit hair. So I was like, gross. Put it down. You know? And then she's said 120,000. I was like, you might be worse than the racist guy 'cause you're retarded. Right? The actual answer is 70, which is good. Just feels a bit low, you know? Right. I thought she was a hero. It's not a railroad. That's a bus stop. Most of you are still convinced that is the bitch from the bus. It's a different one. That's it outta me.",862,Nope
Floyd Jones,Min #5 — KT #751,https://youtu.be/tXW0SFv1C-U&t?t=2237,0.5479999999999999,"So are we just gonna act like Kanye wasn't a Nazi? That's just how we're, okay. Perfect. I don't know if you guys heard he actually changed his name. He's Kanye Swet. Yeah. Kanye. Which is crazy. Like he said, he was done making music done, making controversial statements. He's actually gonna open a chain of all natural grocery stores. He's gonna name a Trader Jews. I don't, I think it's problematic to say the least, but I like the thought of restaurants just fucking up. Like I think it'd be cool if Olive Garden gave abortions. You know, because then their tagline could be, when you're here you were almost family. That's speaking of how I'm a piece of shit at restaurants. You guys thought I was Puerto Rican. I'm black. I promise I've got the paperwork. I'll get 23 in meet right now. Even though that just sounds like a cool movie about Michael Jordan. So, but white people just need to know. They're like, I just wanna make sure like God. And so I like to go to sushi restaurants 'cause the waitress is never black. And when she comes over I go, hi, could I get some salmon   And she's like, whoa, you mean ni? Wow. Damn. Alright.",1141,Nope
Jay Maguire,Min #10 — KT #742,https://youtu.be/PvvZ4alHuXM&t?t=5690,0.168,"All right, here we go. Ah, yeah, shut up cunt. Jesus Christ. This fucking douche bag. He's already got fucking talking shit. I can't, Sam, we're gonna talk ancient a cult later. Let's go. Yeah, for sure. For sure. Tony's looking at me. Yeah, yeah. I get it. Shut the fuck up. Here we go. Alright, so Tony, you look and sound like if let's, what is this? I drank way too much tonight. Yeah, yeah, yeah. For sure. For sure. Tony looks and sounds like if Woody Allen fucked Woody Harrelson and shot out Woody from Toy Story. Yeah, I'll take that. Yeah. Sam likes it. There you go. I'm uncomfortable. Yeah. Yeah. I'm uncomfortable too. This, in fact, this cunts got fucking seven Thrones in a golden Rolex on, so we'll go for that. Yeah, don't look at me like that. You got a ponytail on a part. We're not doing this right now. Alright. Jesus fucking Christ. Yeah. So yeah, yeah, yeah. Oh yeah. Alright. Yeah. Yeah. Great. Shouldn't have drank this much. Yeah. Awesome. Alright.",974,Nope
Mason Bird,Min #9 — KT #729,https://youtu.be/xINfBBZBa3U&t?t=4970,0.77,"A teenager told me I look like a school shooter the other day that shoots insulin instead of bullets. He was like, your least favorite part of a school shooting would be missing lunch. It better not be pizza today. Dude. That's what I got. I feel like the only way I can personally relate to Rosa Parks is when I'm walking through the center of an airplane and everyone's staring at me like that motherfucker better not sit next to me. Dude, You better taken his ass to the front of the plane where the big fellas belong. No, I get it though. Like I saw a dude fatter than me walking through the airport and I was like, that motherfucker bear knocking on my plane.",664,Nope
Jim Martin,Min #7 — KT: MaM,N/A,0.131,"So I was getting fucked by this black guy... and he really wanted me to say the N word. Like, he got off on me sounding super racist. So, let's just say I gave him a hard R and he gave me a hard D. I actually said it so many times that I caught myself hallway through like, I never thought I would say a hard R, directly to a black person... this many times. Maybe a couple times, but not THIS MANY TIMES. I said it so many times, I'm not even racist anymore. Except Chinese people, but I'm still working on that. I hate Pride Month. I don't suck dick because I have pride in sucking dick.",589,Nope
Gus Horn,Min #8 — KT #708,https://youtu.be/GZuIpWgRzgo?t=4853,0.624,"Hey, good to be here. My name is Gus Horn. I'm 32 years old. I live in Atlanta, Georgia these days. I dunno if you're gonna tell from my accent, but I am fat. Yeah, I've been trying to work and I've been going to the gym. I got a trainer at the gym, got so happy. Losing weight. You know the terms like, Gus, what your goals in the gym? Do you wanna bulk or do you want to cut? I was like, dude, just wanna see my dick again man... that's without a mirror... that's... I started losing weight recently and people ask, I, I wanna ask you, how much weight do you want to lose? What's your goal weight? And I never knew how to answer that 'cause I haven't been small since I was small, so I don't know. But recently I figured out my goal with is I wanna lose enough weight so that I can go skydiving. I dunno if you guys knew there's a weight limit for skydiving and I am too fat for gravity apparently. So that's my goal when I go skydiving twice, actually anybody can go once there's no, no requirement if it's a one time thing, you know?",1037,Nope
Ari Matti,Min #11 — KT #688,https://youtu.be/r2zQT6MvMXI?t=6780,0.802,"Hey men, stop shaming sluts. We love em. You know some guys are like, ""ahh she's fucked everybody"". So you mean she's an angel? I'm 32 years old, I need time on court. I don't wanna roll to a restaurant that's empty. If I see a line then I'm like, oh, what's the special? I don't wanna board a ship where it's the captain's first day out at sea. I wanna see the captain with the fucking wooden leg, eyepatch. ""I've been sucking dick since Woodstock [pirate accent]"". I don't want no shell-shocked virgin, approaching my dick like you're on Fear Factor. I want you to treat my duck like a bartender when he's flaring.",616,Ari Matti
Sarah Sloan,Min #3 — KT#737,https://youtu.be/qoMgBrV_7U8?t=1475,0.792,"Hey everybody. I look like a girl who regularly goes to the gym, but just to poop. I I really respect Helen Keller as a woman in history. Have you guys heard of Helen Keller? Yeah. She's never heard of you. I have a strong belief that Helen Keller coined the phrase, talk to the hand. 'cause the face ain't listening. But she, she probably sounded a little different as she said it, your face. I'm really excited to potentially have a husband one day, and I'm excited about this possibility because I will get to greet that man every day for the rest of my life. You know, different couples, they have different greetings. Some like to hug, some like to kiss. I've been practicing the greeting I'll have with my husband. It'll look like this. Stop hitting us. Thank you guys so much.",783,Nope
Thomas LaMountain,Min #3 — KT #743,https://youtu.be/S-hoyAhR0f0?t=1644,0.5760000000000001,"Thank you. What's up? I just got a, I just got a new cat. I just got my first cat actually. She's a beautiful orange cat named her macaroni after my favorite kind of necklace. Yeah. She's a great cat. I love her. But she's my first cat, so I'm still trying to figure out like how to raise her. So I decided to raise her the way that I was raised, you know, so like every morning I just call her a pussy and remind her, remind her I wanted a dog, you know. Yeah. No, but she's, she's a good cat. You know, she's a good, she, she's been doing this weird thing though, where Ma Macaronis been throwing up a lot, which I think is weird. 'cause who does she need to look skinny for? Right. You know, it's just weird, you know, I I, is it like a Tom Cat calling her Garfield or something? I don't know what's going on, but, but she is, she's doing, but it is weird though. 'cause like before she throws up, she has like a different meow before she throws up. You know, like usually when she throws up or before, usually when she meow, she's like meow, you know cats Right? But before she throws up, she kinda like revs it like that, you know? But before she like throws up, she kinda like revs it up. Like, which I don't know, it's weird, but like, it is kind of comforting to know that even cats are like, oh fuck no, no, no, no. Oh fuck I'm gonna do. So I can just hold back your ears like, I got you girl.",1402,Nope
Jim Telli,Min #7 — KT #712,https://youtu.be/ezuyuoP5OI8&t?t=3930,0.747,"All right, how y'all doing tonight? Good? Fuck yeah. Give it up for my partner in crime there. Uh... Uh... Uh... [sucking dick] of his girlfriend sucking a dick. I know, man, the fucked up part about it was the dick was mine. I know, man, hear me out. Oh, here's where the shit got fucked up. I had to then sit there and listen to this motherfucker's critiques on my dick as if it wasn't mine. The motherfucker was spazzing, too. He was like, How the fuck she gonna cheat on me with that? My dick way bigger than his. And I'm just looking like, I mean, n*gga gonna cheat on me with that? My dick way bigger than his. I'm just looking like, I mean, nigga, it's not little, right? Like, maybe he's easier on our jawline or something, my n*gga. Why you big shaming, n*gga? I was defending an unknown penis, essentially, right?",823,Nope
Jesse Vasquez,Min #4 — KT #738,https://youtu.be/i1ucuvfyw0o?t=2160,0.466,"Hello everybody. What's going on? All right, well KILL TONY. Hi. All right. AR 15 Bulletproof vests, pistol and bullets. What do we call those school supplies. All right. All right. All right. Thank you. Thank you. All right. Speaking of shootings, we lost Charlie Clark recently. I never met the guy, but I hear he's a real pain in the neck. Oh, I'm sorry guys. I'm sorry. I figure if I bomb hard enough, Trump will tweet about it. All right. All right. All right. I get told I look like I'm gonna kill somebody a lot. I feel like I'm probably the reason women like serial killer documentaries. Ooh, I'm nervous as fuck, guys. Appreciate it. All right. All right. All right. I already said that. All right. How do you, come on a senator. You fill a Busta nut on her? No. All right. All right. I'm thinking of having a knotty seminar for suicide survivors. Second time's a charm, right? No. Too dark. All right, guys. All right. Last thing real quick. Most girls don't know",973,Nope
Tony Pepperoni,Min #2 — KT #730,https://youtu.be/7AgDQxUvq6w&t?t=1270,0.754,"Hey it's a me. Tony Pepperoni. Hey, what do you call it when the Wright brothers do nine 11. The wrong brothers and Mama Mia. When I say Mama Mia, you say Papa Pia. Mama Mia. Papa. Hey, what's a fat lady's favorite computer? Adele or Mama Mia. Hey, how is anxiety's like vaping? Just 'cause you're not ashamed of it, doesn't mean it's not gay. What was that say? Some racist jokes. Okay. What do you call a Chinese guy with a lot of money? Cha-ching. I, what do you call an Italian with herpes? A Tony Pepperoni.",512,Nope
Tim Hanlon,Min #2 — KT #703,https://youtu.be/bAi-maD5Y48?t=917,0.434,"All right, what's going on, y'all? I just learned something for the first time. I probably should have known this. Maybe you guys know this. Did you know that Muslims are sober? They don't drink at all. None of them. That freaked me out. Like, even like Muslim terrorists are still sober. They're just drinking shots of milk, talking about death to America. Like, Jesus, that's scarier than thinking if they were smashed. I don't know, man. Maybe they could use a glass of wine, you know, calm the nerves a little bit, you know? I gotta talk for 60 seconds. I had two whiskeys back there. But if I had to do what they had to do, if I had to strap on a suicide vest, I'd start drinking the night before. I'd be hammered. I'd show up drunk. They'd be like, Tim, it's eight o'clock in the morning. I'd be like, well, it's 9-11 somewhere. All right, thanks, guys.",859,Nope
Misty Boodro,Min #2 — KT #701,https://youtu.be/Vj09TKY4aGw?t=881,0.39,"Hello, hello. Okay, so I can't get up here and not recognize what today is. It's January 6th. For you it's happy Insurrection Day. For the rest of Texas it's happy Resurrection Day. Tony I always knew that you and I had something a little bit in common whenever I was watching your Madison Square Garden and you said that Puerto Rico was garbage. I was like I knew he knew my ex-husband and then I watched your comedy special and you talked about the fags and cunts and I'm like oh my god that confirms it. He definitely knows my ex-husband and his mother. So, that's all I got. That's all I got.",596,Nope
Cameron Altmann,Min #13 — KT #706,https://youtu.be/UhsoW7UIRUA&t?t=8622,0.24,"What's up, Austin So denying the Holocaust is like denying OJ did the crime. It's kind of like denying Sleepy Joe's a pedo. So the left says Hitler's coming to power this year. Hitler? That's the case. I may need to borrow somebody's attic. I don't feel like writing a diary, so all it's really gonna say is we didn't learn shit from our history. Give them a circus and none shall revolt. Welcome to the circus, folks. Anyways... Sorry. Anyways, sorry. So, eat the rich everybody's saying. I'd go down on a lonely old widow for a chance at owning a house in this economy.",571,Nope
Mario Zapata,Min #33 — KT #707,https://youtu.be/qUmZG3yN_L4?t=9677,0.535,"I don't know if you guys can tell, but I used to be Hispanic. Yeah. My full name is Mario Alejandro Zapata Diaz. Yeah. You know who gives me the most shit about being pale is other Hispanic people. They're always like, why are you so pale? And I'm like, well, my family flew here. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. Yeah. I'm here. HBO is remaking Harry Potter. Fans are concerned because they want to cast a black actress Snape because in the book it says Askaban, not Axkaban. I think that the reason the word retarded is such an offensive word is because so many people are, you know?",600,Nope
Jasper,Min #9 — KT #708,https://youtu.be/GZuIpWgRzgo?t=5543,0.066,"[A mime walks out onto the stage. The mime grabs a book from his pocket and takes out a blank page. The mime takes a larger blank page out of his pocket and an even larger one out of his hate. The mime then pretends to snort cocaine like one of the bros. The mime pretends to spray something in his mouth, and then, the mime, speaks]. Konnichiwa naa ni. Ohhhh. Hello, I'm sorry. Where you guys expecting a bonjour. Well first of all, that's racist of you. Just because I'm a mime doesn't mean I'm French. Don't be a mime-o-phobe.",529,Nope
David Jolly,Min #1 — KT #714,https://youtu.be/C-WxUaCAL5o&t?t=492,0.603,"How y'all doing tonight, white people in Puerto Rico? Hell yeah. I ain't a political person, but I don't like the way they treating women in the media. You know, like saying women can't be the president and shit. I was raised by a strong black woman. I believe women could do anything a man could do. You know, clap bitches. I'm talking about y'all have a little fucking, have a little faith in yourself. We let you bitches read and write. You know what I mean? Me, you know what I'm saying? And the sad part about it is, I don't think we ever gonna see a female president unless that bitch is trans. Them good old boys ain't letting no fully loaded bitch in office. They gotta have a dog in the fight. Like, hey, you a woman. But bitch, don't forget where you come from. That's how they did us with Obama. I get it. They had to have a dog in the fight. You know what I mean? We wanted Jesse Jackson. They was like, be fuck it for real. You better get this orange nigga and get the fuck outta here before we change our mind. But if you think about it, this is a lot of strong trans women. You know, you got Kaitlyn Jenner, Wendy Williams, you know that bitch got a dick and I know that bitch dick bigger than mine. You know what I mean? You be fucking that bitch around the back of that shit, slappy your knee cap. Like god damn. Throw it over your shoulder. Your big donkey dick bitch.",1386,David Jolly
Drew Santana,Min #7 — KT #687,https://youtu.be/WqjzyGC8ti8?t=3908,0.5539999999999999,"This is fun. I saw this tranny walking 6th street earlier. She actually tripped over her dick, yeah she tripped over and scraped up her lady penis. She bruised up her big lady titties. Women am I right? Uhhhm, I think it's really ironic how black people call there cars whips... Like I'd never pull up with the homies and my taxes, you know what I'm saying? It's a lil on the nose.",381,Nope
David Lucas,Min #4 — KT #749,https://youtu.be/n41jDuAwD_s&t?t=2174,0.69,"Yo BLM said there's no such thing as black on black crime. Well what I wanna know is, who was that nigga who broke into my house last night? He wasn't white. Trump said that Tylenol is making kids retarded. I do believe him because the last few bitches I had sex with all had retarded kids and they never let you know. They kids is retarded. They just put 'em in the back of the house and you gotta hear that nigga. I was in the middle of having sex with this one girl and next thing I know her fucking door busts and income 6, 6, 11 years old. Butt ass naked and dinosaur slippers. And I'm like, Hey bitch, what the fuck is that? She's like, that's my autistic son. I'm like, I almost shot this nigga bitch. I didn't, I didn't know you lived with a Texas chainsaw massacre. She was like, let me put him back to sleep. He was having a bad dream. I said, bitch, I'm having a bad dream. I just seen a retarded nigga's dick. How you think I feel? She was like, we can finish fucking, I'm like, I'm good. I don't want no more of that retarded producing pussy. You got my, my dick is inside of itself, But I'd motherfuck a bitch with a handicap kid than a retarded kid because like at least if she got a handicap kid, she probably drives a van And I like space and I'd sit in the front seat and recline my seat on that nigga's legs. I just be, I'd be like, shut up complaining nigga you can't feel them legs anyway. Alright. That's what I talk.",1439,David Lucas
Taylor Neely,Min #7 — KT #692,https://youtu.be/HfSDjDxJAm8&t?t=3771,0.226,"Ladies lemme hear you say heyyyy. Fellas lemme hear you say ooohh yaaaa oooohhh yaaaa ooohyaaaooohyaaaoooohyaaaoooohyaaaa. I can't hear you. [Points to random audience member in the front] Omg dude, I don't know if you know this, but you're sitting in the kissing section. yeah I gotta come down there and give you a kiss. Nah you're not into it. No one's ever happy to be in the kissing section. Well how do you think I feel. [Points to random audience member in the back] Now I gotta go back there and tell them that they're in the anal section. So pucker up anal section [pulls out whistle and blows twice]. You gonna have that? Who do you guys think would win in a fight, New York city rats or.....[Gets distracted and points to an audience member]. swallow that whole, chew that entire glass right there. That's my time thank you so much...",845,Nope
JD Madison,Min #2 — KT #740,https://youtu.be/QenGLCQyi4A?t=727,0.619,"What's up, y'all? I'm going to stage dive after, so you two get ready to catch, all right? Now, the headline tomorrow would be three dead, seven injured, 16 missing. So, yeah, I have a lot of intrusive thoughts. One of which is, like, I don't think you can really call yourself straight until you jack off to gay porn for the first time. So think about it. Like, if you're over 30, we grew up with the AIDS crime. and our parents tell them it's gay people are bad. So you have to test that shit out, man. I like to do it once a year, just on my birthday. Make sure I'm still good. A little gift to myself. So comfort my own sexuality. I am straight, though, so far. But I got two kids. My five-year-old's a little bit of a maniac. She's obsessed with a K-pop demon hunter, so if you guys know that one. It's really great, but like, she wants to be one for Halloween, and I'm trying to figure out how much yellow face is appropriate for a five-year-old. I don't need a repeat of the Little Mermaid incident. So that's my time.",1025,Nope
Chuli Joy,Min #8 — KT #704,https://youtu.be/C5LxxL5XD6A&t?t=4538,0.536,"What's up Austin how you guys feeling tonight? So I just moved to Austin a couple months ago and I've already seen a bunch of fights and the other night I saw the most confusing one yet. It was two non-binary people fighting each other. I turned to the guy next to me and I'm like who's winning? And he's like, they are. And I'm like, who? And he goes, they. And I'm like, okay. How the fuck am I supposed to know which one he's talking about? Well, I guess all that matters is they won.",487,Nope
Danny Martinello,Min #1 — KT #739,https://youtu.be/QePXRkrAEoE&t?t=370,0.536,"I was out in New York City and while I was there, a couple of my buddies wanted to go on like a wrap tour to see where all like the Brooklyn wrappers grew up. So we went there and while we were walking around, my buddy goes, Hey man, wouldn't it be sick if we had a time machine right now? I said, why? And he goes, 'cause then we could go back in time and then be part of the culture when they were alive and walk around the same footsteps as they did. I was like, yeah, I'm all right on that dude. To be honest. You know, just as a white guy from Canada, I'm not going back to a Brooklyn ghetto in the late eighties to get robbed at gunpoint. You know, like, and then his wife pipes up and she goes, yeah, well you guys are stupid and you would use a time machine for something dumb like that. And I said, well, what would you use it for? Right? She goes, well, I'd probably make a difference in the world. I'd use my education to advance civilization. I said, oh, that's great, but what would you do? And she goes, wow. I'd go back in time to the 14 hundreds and teach people modern medicine back then. I'd have to look at her and go, at what point do you think a man would ever listen to you in the 14 hundreds, let alone take a medical intervention? You know, they'd be like, oh, you have a cure for my ailment. Well see if you float. That's exactly what they would do. One word. They'd be like, get our boys. The bitches the witch. You know one. Yeah. Thank you. One person liked it.",1489,Nope
Gordon Dixon,Min #11 — KT #751,https://youtu.be/tXW0SFv1C-U&t?t=6090,0.23800000000000002,"Make some noise. Austin, let's go. I'm 41. If that last dude was 46. He is fucked up, bro. He got a knee brace from sucking dick. Ah, fuck that guy man. Thank you. Thank you. Homeless dude. Anyway, I'm 40, I'm a 40-year-old comic. I hang out with 20 year olds. I went to a strip club the other night and they were all making it rain. And I tried to pay for a, my lap dance with a checkbook And I knew I was all exactly. Half of y'all don't know what checkbooks are. Fuck y'all, y'all people. Yeah. This tripper was like, eh, I wanna make it rain. You gonna make it rain? I'm like, how you spell candy with a IE or a y? How you spell this? It's Alright. Y'all. It was 12,000. It was a bounce check. She's never gonna pass that check. Fuck y'all. What's it called? I'm celebrating my eighth year outta the service. So I'm having fun. I'm fucked up right now. Thank y'all. You don't have to clap. Alright. You don't care about people in the service. Thank you. Thank you. I served as you. I served as the United States Jehovah's Witness. So for you. Exactly. This is a rough night. Fuck y'all. Alright. This you guys like handicapped people more than you're like half black people. Fuck y'all man.",1194,Nope
Trish Smart,Min #2 — KT #714,https://youtu.be/C-WxUaCAL5o&t?t=954,0.536,"What's up? Somebody outside tried to make fun of me. They were like, is that a black belt? And dick sucking about my necklace. I was like, what do you think happens at Claire's? Like you can't buy this 8 99 3 pack. You gotta go to the back and prove it. I don't know. I started arguing back with him too. I was like, I don't only suck a dick to refuse a UTI. He didn't get it either. You know? I am dating again though. I like, I don't get dating like, I don't know how many times it takes for you to tell somebody to stop sticking a finger in you're an asshole till they stop doing it. But it's not four. Every time I get slapped in the face during sex, I think the exact same thing. I'm like, that was unexpected. I don't know why you thought that that was okay.",764,Nope
Neno,Min #6 — KT #749,https://youtu.be/n41jDuAwD_s&t?t=3316,0.616,"Mother. Shit, what the fuck is up? I don't know if you guys could tell by the way I'm dressed, but I am an essential worker. Okay, cool. Don't clap fucking assholes. But yeah, I deliver groceries for a living without me. Westlake and B kay with star, right? Austin needs me And I think I speak for all delivery drivers when I say this. If you live in an apartment complex, do not order groceries online. Okay? That is for home owners only because every time I go to a shitty apartment complex, you're on the 12th floor, your elevator don't work and you don't tip. Speaking of no tips, if you're Indian, I'm not talking about Native Americans, I'm talking about National duck. Don't order groceries online. Okay? Taj beer. I swear next time you order with me, dude, I'm gonna rub a chicken masala all over my nuts and give you some real spice spam. Alright, that's my time guys. Thank you",887,Nope
Jacob Hatstonmuler,Min #7 — KT #688,https://youtu.be/r2zQT6MvMXI?t=4153,0.332,"So my dad is a drug addict. It can be interesting, but it can be fun. Usually watching him try do the dishes, like bent out, just can't even handle it. He's always burning food. One of his favorite foods in Rice-A-Roni. The slogan is the San Francisco Treat. Usually I'd come upstairs and I'd just see him against a counter. Lit cigarette. Big Twisted Tea. Opening a pack of basketball cards that he got when my mom was sleeping. Tryna pull the Lebron James so he can finally get his life together. I often times go to Wholefoods, I see a lot of hot women, and I'm just glad they're finally eating.",598,Nope
Andrew Renaud,Min #11 — KT #697,https://youtu.be/WaHG8fXDt3M&t?t=6350,0.145,"Hello, hello. Thank you for having me. Uhmm. It's my birthday today if you can believe that. So I was gonna try to grease the wheels a little bit and tell everybody it was my birthday when I signed up, but I had to let karma, let karma work it's way out and I can't believe I'm the last bucket pull tonight. I only have one joke prepared and it's about Michael Lair. If we could just all bow our heads for a minute. I'm ugly Jesus, sorry. So it'll be about a year since Michael passed soon. Actually the first time I ever signed up was on the night that he was supposed to do assisted suicide. That was Halloween two years ago I think, and then he didn't do it. And I blame him, because this is the joke that I had prepared. In honor of Michael Lairs' life I wanna take all of his performances and I wanna press em to vinyl and if you want the authentic experience you just listen to the them at 33 speed that super long drone, but if you wanna hear him tell his jokes at a regular cadence, just played it at 78. That's my joke.",1028,Nope
Colton Jones,Min #10 — KT #714,https://youtu.be/C-WxUaCAL5o&t?t=6600,0.825,"Hey, did anyone get the number on that sexy blonde? I just passed in the hallway. Thank you. Yeah. My dad is a conspiracy theorist. He's also morbidly obese. That's a rough one. You know, how do you tell a guy, dude, tap water is not the thing that you are getting too much of. Dude, 
I think it might be the Mountain Dew outta the NASCAR cup. You fucking  retard. I come, you know, I come from a redneck family. We, I think the only reason we even adopt dogs is so we can shoot something seven years later Now, rednecks shoot our dogs. We, we talk about that as a society. We also shoot our cats. And you guys don't know that, but that is funny to watch. Obviously when you old yellow a cat, you have to use a gun that has a laser sight on it.",744,Nope
Gary Gia,Min #6 — KT #707,https://youtu.be/qUmZG3yN_L4?t=3532,0.267,"Just found out I have fucking peasant eyes. Yeah, so I just moved here from Alaska. Yeah, what the fuck is right, dude? I never understood why people would have sex with animals. And then I moved 99 miles away from the closest hinge profile. Can't be checking out this salmon like, oh. So you're a Pisces, huh? Wait, you got how many kids? You got some... Kind of smell like my ex-girlfriend. Yeah, but I love my ex. I love my ex because we had chemistry, you know? We knew what we liked. We loved rough sex. So I agreed when we're in the bedroom that our safe word is the N-word. No, because I won't even say that shit behind closed doors, man, you know? Like, fucking anything goes, baby. You know? Like, that's a terrible word. I obviously shouldn't even joke about it. Every time she said it, I just slapped her again. Just... You know, I'm about to be 40, which is cool. This old lady, she's told me she, that I had a very nice skin complexion. And I was like, you want to know my secret? Omega threesomes.",1011,Nope
Riley Gilmore,Min #5 — KT #716,https://youtu.be/6v8D8Bg-z3U?t=2690,0.868,"The other day I got a sad ending massage. They busted on me. So it was just kinda like, what the fuck dude? Fucking Groupon. You know, mom, can you pick me up? Not going back there. But that place sucks. I was, I was thinking about that phrase, thoughts and prayers. It's like people said after tragedy, they're like, I send you my thoughts and my prayers. I get send you your prayers. That makes sense. But it's like you wanna send your thoughts. Say, yeah, I'm praying for your family tits. Thinking about getting a bike. What else? Fucking might have lasagna later, but dang. Lasagna titties. That'd be cool.",611,Nope
Chuli Joy,Min #9 — KT #731,https://youtu.be/3jAPUKKW5pE?t=3472,0.563,"So I have pretty bad luck on dating apps. Like I literally don't get any matches. And I got this buddy who's just bragging about all the matches he has. So one day I was like, let's see him. He's on Grindr and he is got tons of matches. That's kind of like a weird flex. But then it dawned on me, if I was gay, a lot of my problems would disappear. Like I wouldn't be as lonely. I would have better fashion sense and I'd be in great shape because you have to be strong to fuck a dude, right? It's like fucking a bear. And then even jacking off in the mirror would be better. Like, come on guys, dial in. All right, you're jacking off in the mirror and there's a hot dude jacking off to you in the mirror, right? You start going faster, he starts going faster, right? And then you jack off and you bust a nut. And then this dude who's been jacking off to you for 25 minutes bust a nut. You busting a nut. Pretty fucking awesome if you're gay, right? Thank you.",959,Nope
Myles Johnson,Min #3 — KT #709,https://youtu.be/3tzdqyIPcrM&t?t=1563,0.772,Hello. This is an impression of a guy who's trying to be threatening but he forgot his gun. All right here it is. Are we gonna have a fucking problem here pal? You want to take it here dipshit? Shit like that. I've been jerking my dick crazy. I've been watching these J.O.I. videos. Have you guys seen these? J.O.I. All right a lot of guys playing Ray Charles right now that's all right. That's all good. It's cool they're it's always white ladies though I notice it's always white ladies in the J.O.I. videos. It's short for jerk-off instruction by the way. For cowards and women it's short for jerk-off instruction. All right can I finish it? Yeah okay. I think it's always white ladies in the J.O.I. videos. I think it'd be cool if it was an old black lady. Go ahead beat your dick off now baby come on now. Come on baby. You're doing all this J.O.I. you need to get a J.O.B. that's what you need to get. Your nasty ass little freaky dicky ass motherfucker.,960,Nope
Carlos Lopez,Min #11 — KT #734,https://youtu.be/F0U3VuBrK4Y&list?t=5528,0.804,"Howdy? So I was asleep in my bed. You know the night getting the fucking most wonderful slumber I've ever had. And I woke up to my phone just a fucking yelling at. I thought I cheated on Siri. This thing was fucking screaming. My phone went off and it was a it was an Amber Alert for a 15-year-old Hispanic girl and I thought that was fucked up because what about her two kids? Are they okay? They get taken to? Here are my thoughts and prayers. So this border situation has never been great, but lately, I've been seeing it bring out the worse than people. I'll leave it on that. Go ahead. Finish it. The other day I saw one man tell another man to go back to Mexico, and I don't think he meant it. No, because if he meant it, he learned how to say that shit in Spanish.",771,Nope
